FswTime(sec),CurrentYear(year),CurrentMonth(month),CurrentDay(day),CurrentHour(hour),CurrentMinute(min),CurrentSecond(sec),Latitude(rad),Longitude(rad),Altitude(m),RawPrimaryGenericPointData[0](),RawPrimaryGenericPointData[1](),RawPrimaryGenericPointData[2](),RawSecondaryGenericPointData[0](),RawSecondaryGenericPointData[1](),RawSecondaryGenericPointData[2](),Q_B_I[0](1),Q_B_I[1](1),Q_B_I[2](1),Q_B_I[3](1),Q_E_I[0](1),Q_E_I[1](1),Q_E_I[2](1),Q_E_I[3](1),SensedPos_I__GPS[0](m),SensedPos_I__GPS[1](m),SensedPos_I__GPS[2](m),SensedVel_I__GPS[0](m/sec),SensedVel_I__GPS[1](m/sec),SensedVel_I__GPS[2](m/sec),AttitudeError[0](rad),AttitudeError[1](rad),AttitudeError[2](rad),AngVel_B_I[0](rad/sec),AngVel_B_I[1](rad/sec),AngVel_B_I[2](rad/sec),AngVelMag_B_I(rad/sec),LastNewWheelTime__RWA_A(sec),LastNewWheelTime__RWA_B(sec),LastNewWheelTime__RWA_C(sec),SensedWheelSpeed__RWA_A(rad/sec),SensedWheelSpeed__RWA_B(rad/sec),SensedWheelSpeed__RWA_C(rad/sec),WheelCmd__RWA_A(N*m),WheelCmd__RWA_B(N*m),WheelCmd__RWA_C(N*m),DesiredWheelCommand[0](N*m),DesiredWheelCommand[1](N*m),DesiredWheelCommand[2](N*m),WheelSpeedReceived__RWA_A(1),WheelSpeedReceived__RWA_B(1),WheelSpeedReceived__RWA_C(1),WheelTorqueReceived__RWA_A(1),WheelTorqueReceived__RWA_B(1),WheelTorqueReceived__RWA_C(1),TotalTorqueRodCommand[0](A*m^2),TotalTorqueRodCommand[1](A*m^2),TotalTorqueRodCommand[2](A*m^2),Pos_I[0](m),Pos_I[1](m),Pos_I[2](m),Vel_I[0](m/sec),Vel_I[1](m/sec),Vel_I[2](m/sec),ExtrapolatedPos_I[0](m),ExtrapolatedPos_I[1](m),ExtrapolatedPos_I[2](m),ExtrapolatedVel_I[0](m/sec),ExtrapolatedVel_I[1](m/sec),ExtrapolatedVel_I[2](m/sec),SemiMajorAxis(m),Eccentricity(1),Inclination(deg),Raan(deg),ArgPerigee(deg),TrueAnomaly(deg),Mode(),TrackerValid__ST(),GpsTime__GPS(sec),GpsSeconds__GPS(msec),GpsWeek__GPS(),StateOfCharge__BAT(A*hr),PercentSoC__BAT(1),DepthOfDischarge__BAT(1),IncomingCharge__BAT(W),InEclipse(),TotalLoad__BAT(W),IMUAccMag__IMU(m/sec^2),IMUAccUnit__IMU[0](1),IMUAccUnit__IMU[1](1),IMUAccUnit__IMU[2](1),IMURate_B__IMU[0](rad/sec),IMURate_B__IMU[1](rad/sec),IMURate_B__IMU[2](rad/sec),IMURateMag__IMU(rad/sec),IMURateValid__IMU(),LastNewAccTime__IMU(sec),LastNewTrackerTime__ST(sec),TrackerRateMag__ST(rad/sec),TrackerQ_J_ST__ST[0](1),TrackerQ_J_ST__ST[1](1),TrackerQ_J_ST__ST[2](1),TrackerQ_J_ST__ST[3](1),BField_B__TAM[0](T),BField_B__TAM[1](T),BField_B__TAM[2](T),BField_MAG__TAM[0](T),BField_MAG__TAM[1](T),BField_MAG__TAM[2](T),LastNewMagTime__TAM(sec),SunBetaAngle(rad),SunUnit_B[0](1),SunUnit_B[1](1),SunUnit_B[2](1),SunSensorIsGood__MX_SN07_32(),SunSensorIsGood__MXPYPZ_SN07_29(),SunSensorIsGood__MXMYPZ_SN07_29(),SunSensorIsGood__MXMYMZ_SN07_30(),SunSensorIsGood__MXPYMZ_SN07_21(),SunSensorIsGood__PX_SN07_25(),SunSensorIsGood__MXPYPZ_SN07_34(),SunSensorIsGood__PXMYPZ_SN07_33(),SunSensorIsGood__PXMYMZ_SN07_22(),SunSensorIsGood__PXPYMZ_SN07_28(),TrackerDataIsGood__ST(),TrackerRateIsGood__ST(),MagDataIsGood__TAM(),LastNewGpsTime__GPS(sec),AngleToPrimaryTarget(rad),Variant,Run_Batch,date_loaded,date_created,UTC,Longitude(deg),Latitude(deg),TimeDelay,Scenario,Run_Batch_Variant,result_label
411,2025,1,0,12,52,6,-0.41115,1.09015,899260,-7.26162,72.3777,10.0,0.0,0.0,0.0,0.626553,-0.214147,0.130998,0.737843,0.839003,-0.000658002,0.00102089,-0.544126,6651600.0,-403631.0,-2924680.0,-3004.99,-949.762,-6695.17,-7.73404e-05,-0.000121137,-0.000376898,0.0015067,-0.000960443,0.00191574,0.00261967,411,411,411,-5.3341,1.93887,-7.50298,0.000291064,-0.000181661,0.000971201,-0.000306556,0.000159676,-0.000970039,0,0,0,0,0,0,-0.00757848,0.00322153,-0.00618106,6651600.0,-403640.0,-2924680.0,-3004.51,-949.895,-6695.88,6651600.0,-403631.0,-2924680.0,-3004.99,-949.762,-6695.17,7276300.0,0.000367927,98.0386,-179.919,-41.8849,-114.169,8,1,1419771126,305526,2347,529307,0.815473,0.184527,273.099,0,0.0,0,0,0,0,0.0015067,-0.000960443,0.00191574,0.00261967,1,0,410.2,0.00308358,0.438105,0.598628,-0.466683,-0.481576,-1.10822e-05,-2.54483e-05,3.2413e-07,-1.10822e-05,2.54483e-05,-3.2413e-07,411,-0.991119,-0.618222,-0.000172196,-0.786003,1,0,0,2,2,0,0,0,0,0,1,1,1,411,0.000143721,1_180.0_0,Firesat_Baseline,2025-08-29 03:55:48.252,2025-08-29 03:55:48.115,2069-12-25 12:51:48,62.46099403618669,-23.5571597468038,180.0,baseline,Firesat_Baseline_1_180.0_0,baseline
412,2025,1,0,12,52,7,-0.412155,1.08991,899253,-7.26162,72.3777,10.0,0.0,0.0,0.0,0.62607,-0.212996,0.131649,0.73847,0.839022,-0.000657965,0.00102091,-0.544095,6648570.0,-404593.0,-2931360.0,-3011.95,-949.658,-6691.87,0.000444135,-0.000169724,-0.000215725,0.00148522,-0.000947723,0.00190433,0.00259433,412,412,412,-5.25426,1.90928,-7.46223,-0.000332669,-0.000209503,0.000766008,0.000317246,0.000187694,-0.000764833,0,0,0,0,0,0,-0.00760338,0.00324266,-0.00619887,6648590.0,-404587.0,-2931370.0,-3011.41,-949.458,-6692.83,6648570.0,-404593.0,-2931360.0,-3011.95,-949.658,-6691.87,7276280.0,0.00037266,98.0385,-179.919,-41.7815,-114.214,8,1,1419771127,305527,2347,529330,0.815508,0.184492,273.425,0,0.0,0,0,0,0,0.00148522,-0.000947723,0.00190433,0.00259433,1,0,411.2,0.00308435,0.437335,0.598045,-0.46694,-0.48275,-1.11172e-05,-2.54544e-05,3.20752e-07,-1.11172e-05,2.54544e-05,-3.20752e-07,412,-0.991121,-0.619028,-0.000482358,-0.785369,1,0,0,2,2,0,0,0,0,0,1,1,1,412,0.000475459,1_180.0_0,Firesat_Baseline,2025-08-29 03:55:48.252,2025-08-29 03:55:48.115,2069-12-25 12:51:49,62.44724304910355,-23.614742005214445,180.0,baseline,Firesat_Baseline_1_180.0_0,baseline
413,2025,1,0,12,52,8,-0.41316,1.08966,899243,-7.26162,72.3777,10.0,0.0,0.0,0.0,0.625464,-0.212648,0.132022,0.739017,0.839042,-0.000657927,0.00102094,-0.544065,6645570.0,-405543.0,-2938080.0,-3018.68,-949.258,-6688.73,-0.000477919,0.000683004,-0.000296004,0.00148401,-0.000963581,0.00189485,0.00259254,413,413,413,-5.24616,1.94171,-7.42797,0.00131561,-0.0016245,0.000765142,-0.00133126,0.00160259,-0.000764038,0,0,0,0,0,0,-0.00761572,0.00325745,-0.00629051,6645570.0,-405539.0,-2938060.0,-3018.34,-949.062,-6689.79,6645570.0,-405543.0,-2938080.0,-3018.68,-949.258,-6688.73,7276290.0,0.000378053,98.0387,-179.919,-42.5414,-113.396,8,1,1419771128,305528,2347,529353,0.815544,0.184456,273.75,0,0.0,0,0,0,0,0.00148401,-0.000963581,0.00189485,0.00259254,1,0,412.2,0.00192496,0.436625,0.598074,-0.466898,-0.483398,-1.1152e-05,-2.54605e-05,3.17032e-07,-1.1152e-05,2.54605e-05,-3.17032e-07,413,-0.991118,-0.619123,0.000191864,-0.785294,1,0,0,2,2,0,0,0,0,0,1,1,1,413,0.000833607,1_180.0_0,Firesat_Baseline,2025-08-29 03:55:48.252,2025-08-29 03:55:48.115,2069-12-25 12:51:50,62.43291910422529,-23.672324263625093,180.0,baseline,Firesat_Baseline_1_180.0_0,baseline
414,2025,1,0,12,52,9,-0.414166,1.08942,899241,-7.26162,72.3777,10.0,0.0,0.0,0.0,0.624909,-0.211404,0.132454,0.739765,0.839062,-0.00065789,0.00102096,-0.544034,6642540.0,-406488.0,-2944750.0,-3025.86,-948.794,-6685.89,-0.000214571,0.000186166,7.59002e-05,0.00147987,-0.000963966,0.00187704,0.00257731,414,414,414,-5.23034,1.94283,-7.364,0.000748836,-0.000538893,0.000154905,-0.000764436,0.000517025,-0.000153836,0,0,0,0,0,0,-0.00764862,0.00328223,-0.00629843,6642540.0,-406490.0,-2944760.0,-3025.23,-948.653,-6686.79,6642540.0,-406488.0,-2944750.0,-3025.86,-948.794,-6685.89,7276380.0,0.000372122,98.0387,-179.919,-44.2475,-111.632,8,1,1419771129,305529,2347,529376,0.815579,0.184421,274.079,0,0.0,0,0,0,0,0.00147987,-0.000963966,0.00187704,0.00257731,1,0,413.2,0.0032252,0.435923,0.597484,-0.466933,-0.484724,-1.11866e-05,-2.54667e-05,3.13473e-07,-1.11866e-05,2.54667e-05,-3.13473e-07,414,-0.991118,-0.620276,0.000215378,-0.784384,1,0,0,2,2,0,0,0,0,0,1,1,1,414,0.000284074,1_180.0_0,Firesat_Baseline,2025-08-29 03:55:48.252,2025-08-29 03:55:48.115,2069-12-25 12:51:51,62.41916811714215,-23.729963817815253,180.0,baseline,Firesat_Baseline_1_180.0_0,baseline
415,2025,1,0,12,52,10,-0.41517,1.08918,899233,-7.26162,72.3777,10.0,0.0,0.0,0.0,0.624298,-0.210528,0.13302,0.740429,0.839082,-0.000657853,0.00102099,-0.544004,6639510.0,-407435.0,-2951440.0,-3032.42,-948.258,-6682.76,-0.000207094,0.000448923,0.000397241,0.00147393,-0.0009677,0.001853,0.00255784,415,415,415,-5.20714,1.94951,-7.27654,0.000684922,-0.000959938,-0.000280324,-0.000700548,0.000938149,0.000281375,0,0,0,0,0,0,-0.00767483,0.00330365,-0.00633603,6639510.0,-407437.0,-2951440.0,-3032.12,-948.225,-6683.71,6639510.0,-407435.0,-2951440.0,-3032.42,-948.258,-6682.76,7276350.0,0.000377831,98.0387,-179.919,-44.0023,-111.819,8,1,1419771130,305530,2347,529399,0.815614,0.184386,274.407,0,0.0,0,0,0,0,0.00147393,-0.0009677,0.001853,0.00255784,1,0,414.2,0.00275791,0.435098,0.597148,-0.467046,-0.48577,-1.12207e-05,-2.54731e-05,3.09786e-07,-1.12207e-05,2.54731e-05,-3.09786e-07,415,-0.991118,-0.62083,0.000409011,-0.783945,1,0,0,2,2,0,0,0,0,0,1,1,1,415,0.000494388,1_180.0_0,Firesat_Baseline,2025-08-29 03:55:48.252,2025-08-29 03:55:48.115,2069-12-25 12:51:52,62.40541713005901,-23.787488780446388,180.0,baseline,Firesat_Baseline_1_180.0_0,baseline
416,2025,1,0,12,52,11,-0.416175,1.08893,899230,-7.26162,72.3777,10.0,0.0,0.0,0.0,0.623967,-0.209693,0.13327,0.7409,0.839102,-0.000657816,0.00102101,-0.543973,6636480.0,-408373.0,-2958110.0,-3039.53,-947.892,-6679.49,-0.000540052,0.000384221,-6.67597e-05,0.00147401,-0.00096915,0.00183924,0.00254849,416,416,416,-5.20552,1.95191,-7.22546,0.00114106,-0.000768729,0.000596762,-0.00115667,0.000746941,-0.000595732,0,0,0,0,0,0,-0.00766919,0.00331085,-0.00638011,6636480.0,-408383.0,-2958120.0,-3038.98,-947.786,-6680.65,6636480.0,-408373.0,-2958110.0,-3039.53,-947.892,-6679.49,7276330.0,0.000379695,98.0386,-179.919,-43.5946,-112.168,8,1,1419771131,305531,2347,529422,0.815649,0.184351,274.737,0,0.0,0,0,0,0,0.00147401,-0.00096915,0.00183924,0.00254849,1,0,415.2,0.00208909,0.434683,0.596734,-0.467061,-0.486635,-1.12544e-05,-2.54797e-05,3.06074e-07,-1.12544e-05,2.54797e-05,-3.06074e-07,416,-0.99112,-0.62164,0.000381449,-0.783303,1,0,0,2,2,0,0,0,0,0,1,1,1,416,0.000662783,1_180.0_0,Firesat_Baseline,2025-08-29 03:55:48.252,2025-08-29 03:55:48.115,2069-12-25 12:51:53,62.39109318518073,-23.84507103885704,180.0,baseline,Firesat_Baseline_1_180.0_0,baseline
417,2025,1,0,12,52,12,-0.417179,1.08869,899229,-7.26162,72.3777,10.0,0.0,0.0,0.0,0.623361,-0.20844,0.133629,0.741699,0.839122,-0.000657779,0.00102103,-0.543942,6633440.0,-409340.0,-2964790.0,-3046.54,-947.485,-6676.7,-0.000385263,-0.000231979,0.00045882,0.00147038,-0.000950168,0.0018172,0.0025233,417,417,417,-5.19132,1.90982,-7.14608,0.000819932,0.000212059,-0.000178857,-0.000835335,-0.000233798,0.000179954,0,0,0,0,0,0,-0.00770751,0.00333777,-0.00639444,6633440.0,-409328.0,-2964790.0,-3045.82,-947.347,-6677.56,6633440.0,-409340.0,-2964790.0,-3046.54,-947.485,-6676.7,7276260.0,0.000382686,98.0385,-179.919,-42.2343,-113.47,8,1,1419771132,305532,2347,529445,0.815685,0.184315,275.064,0,0.0,0,0,0,0,0.00147038,-0.000950168,0.0018172,0.0025233,1,0,416.2,0.00329061,0.433981,0.596165,-0.467008,-0.488008,-1.12878e-05,-2.54863e-05,3.02279e-07,-1.12878e-05,2.54863e-05,-3.02279e-07,417,-0.991121,-0.622878,0.000587174,-0.782319,1,0,0,2,2,0,0,0,0,0,1,1,1,417,0.000449713,1_180.0_0,Firesat_Baseline,2025-08-29 03:55:48.252,2025-08-29 03:55:48.115,2069-12-25 12:51:54,62.37734219809759,-23.90259600148817,180.0,baseline,Firesat_Baseline_1_180.0_0,baseline
418,2025,1,0,12,52,13,-0.418184,1.08845,899229,-7.26162,72.3777,10.0,0.0,0.0,0.0,0.623284,-0.207522,0.13424,0.741911,0.839141,-0.000657741,0.00102106,-0.543912,6630400.0,-410303.0,-2971450.0,-3053.54,-946.817,-6673.83,0.000105602,6.07489e-05,-0.000508351,0.00145631,-0.0009414,0.00181474,0.00251005,418,418,418,-5.13898,1.88833,-7.13577,-3.88397e-05,-0.000427401,0.00151318,2.34701e-05,0.00040582,-0.00151204,0,0,0,0,0,0,-0.00768169,0.0033362,-0.00641646,6630390.0,-410283.0,-2971470.0,-3052.66,-946.979,-6674.47,6630400.0,-410303.0,-2971450.0,-3053.54,-946.817,-6673.83,7276220.0,0.00038377,98.0389,-179.919,-41.3545,-114.292,8,1,1419771133,305533,2347,529467,0.81572,0.18428,275.385,0,0.0,0,0,0,0,0.00145631,-0.0009414,0.00181474,0.00251005,1,0,417.2,0.00224904,0.433567,0.595535,-0.467464,-0.488708,-1.13208e-05,-2.54931e-05,2.98103e-07,-1.13208e-05,2.54931e-05,-2.98103e-07,418,-0.991115,-0.6234,-0.000399486,-0.781903,1,0,0,2,2,0,0,0,0,0,1,1,1,418,0.000121828,1_180.0_0,Firesat_Baseline,2025-08-29 03:55:48.252,2025-08-29 03:55:48.115,2069-12-25 12:51:55,62.36359121101445,-23.960178259898814,180.0,baseline,Firesat_Baseline_1_180.0_0,baseline
419,2025,1,0,12,52,14,-0.419188,1.0882,899229,-7.26162,72.3777,10.0,0.0,0.0,0.0,0.622538,-0.206634,0.134699,0.742701,0.839161,-0.000657704,0.00102108,-0.543881,6627340.0,-411234.0,-2978150.0,-3060.09,-946.439,-6670.49,-8.96838e-05,0.000144469,0.000178579,0.00144545,-0.000938474,0.00180073,0.00249253,419,419,419,-5.09687,1.88057,-7.08678,0.000499412,-0.000843662,0.000257038,-0.0005148,0.000822092,-0.000255928,0,0,0,0,0,0,-0.00773164,0.00336811,-0.00646313,6627340.0,-411238.0,-2978140.0,-3059.48,-946.609,-6671.36,6627340.0,-411234.0,-2978150.0,-3060.09,-946.439,-6670.49,7276170.0,0.000384811,98.0393,-179.919,-40.2498,-115.338,8,1,1419771134,305534,2347,529490,0.815755,0.184245,275.704,0,0.0,0,0,0,0,0.00144545,-0.000938474,0.00180073,0.00249253,1,0,418.2,0.00295267,0.432694,0.59526,-0.467412,-0.489864,-1.13538e-05,-2.54999e-05,2.93539e-07,-1.13538e-05,2.54999e-05,-2.93539e-07,419,-0.991108,-0.624083,0.000181529,-0.781358,1,0,0,2,2,0,0,0,0,0,1,1,1,419,0.000170043,1_180.0_0,Firesat_Baseline,2025-08-29 03:55:48.252,2025-08-29 03:55:48.115,2069-12-25 12:51:56,62.34926726613619,-24.017703222529956,180.0,baseline,Firesat_Baseline_1_180.0_0,baseline
420,2025,1,0,12,52,15,-0.420194,1.08796,899229,-7.26162,72.3777,10.0,0.0,0.0,0.0,0.622113,-0.205712,0.135008,0.743257,0.839181,-0.000657667,0.00102111,-0.543851,6624280.0,-412195.0,-2984810.0,-3067.06,-946.158,-6667.49,-0.000265596,5.61171e-06,5.5991e-05,0.00144054,-0.000935348,0.00178728,0.00247879,420,420,420,-5.07696,1.87272,-7.03767,0.000809877,-0.00044779,0.000528567,-0.000825229,0.000426248,-0.000527468,0,0,0,0,0,0,-0.00774071,0.0033819,-0.00650418,6624280.0,-412184.0,-2984810.0,-3066.34,-946.183,-6668.33,6624280.0,-412195.0,-2984810.0,-3067.06,-946.158,-6667.49,7276250.0,0.000377167,98.0393,-179.919,-41.558,-113.972,8,1,1419771135,305535,2347,529513,0.815791,0.184209,276.022,0,0.0,0,0,0,0,0.00144054,-0.000935348,0.00178728,0.00247879,1,0,419.2,0.00239617,0.432168,0.594824,-0.467421,-0.490849,-1.13865e-05,-2.55068e-05,2.88777e-07,-1.13865e-05,2.55068e-05,-2.88777e-07,420,-0.991109,-0.624942,0.000242334,-0.780671,1,0,0,2,2,0,0,0,0,0,1,1,1,420,0.000265655,1_180.0_0,Firesat_Baseline,2025-08-29 03:55:48.252,2025-08-29 03:55:48.115,2069-12-25 12:51:57,62.335516279053046,-24.075342776720117,180.0,baseline,Firesat_Baseline_1_180.0_0,baseline
421,2025,1,0,12,52,16,-0.421198,1.08772,899227,-7.26162,72.3777,10.0,0.0,0.0,0.0,0.621816,-0.204923,0.135616,0.743613,0.839201,-0.00065763,0.00102113,-0.54382,6621210.0,-413117.0,-2991480.0,-3073.91,-945.272,-6664.31,-4.8034e-05,0.000478972,-0.000407269,0.00143183,-0.000944324,0.00178386,0.00247468,421,421,421,-5.04394,1.89075,-7.02513,0.00042568,-0.00132254,0.00128723,-0.000441166,0.00130106,-0.00128617,0,0,0,0,0,0,-0.00773978,0.00339133,-0.00653542,6621210.0,-413132.0,-2991480.0,-3073.18,-945.772,-6665.23,6621210.0,-413117.0,-2991480.0,-3073.91,-945.272,-6664.31,7276240.0,0.000377513,98.0394,-179.919,-41.3157,-114.156,8,1,1419771136,305536,2347,529536,0.815826,0.184174,276.34,0,0.0,0,0,0,0,0.00143183,-0.000944324,0.00178386,0.00247468,1,0,420.2,0.00219838,0.431576,0.594382,-0.467749,-0.491593,-1.14191e-05,-2.55138e-05,2.83894e-07,-1.14191e-05,2.55138e-05,-2.83894e-07,421,-0.991107,-0.625318,-0.000217272,-0.78037,1,0,0,2,2,0,0,0,0,0,1,1,1,421,0.000481374,1_180.0_0,Firesat_Baseline,2025-08-29 03:55:48.252,2025-08-29 03:55:48.115,2069-12-25 12:51:58,62.3217652919699,-24.132867739351248,180.0,baseline,Firesat_Baseline_1_180.0_0,baseline
422,2025,1,0,12,52,17,-0.422203,1.08747,899221,-7.26162,72.3777,10.0,0.0,0.0,0.0,0.62127,-0.203835,0.135624,0.744366,0.839221,-0.000657592,0.00102115,-0.543789,6618110.0,-414067.0,-2998140.0,-3080.75,-944.891,-6661.16,-0.000557637,-0.000333371,-0.000160329,0.00143265,-0.000929416,0.00177584,0.00246371,422,422,422,-5.04459,1.85826,-6.99731,0.00139394,9.49286e-05,0.000845566,-0.00140928,-0.000116516,-0.00084449,0,0,0,0,0,0,-0.00777074,0.003415,-0.00657578,6618130.0,-414071.0,-2998140.0,-3080.05,-945.293,-6662.13,6618110.0,-414067.0,-2998140.0,-3080.75,-944.891,-6661.16,7276240.0,0.000379869,98.039,-179.919,-41.6193,-113.794,8,1,1419771137,305537,2347,529559,0.815862,0.184138,276.659,0,0.0,0,0,0,0,0.00143265,-0.000929416,0.00177584,0.00246371,1,0,421.2,0.00286399,0.431124,0.593923,-0.467442,-0.492835,-1.14516e-05,-2.55207e-05,2.78908e-07,-1.14516e-05,2.55207e-05,-2.78908e-07,422,-0.991113,-0.626699,0.000334147,-0.779261,1,0,0,2,2,0,0,0,0,0,1,1,1,422,0.000649689,1_180.0_0,Firesat_Baseline,2025-08-29 03:55:48.252,2025-08-29 03:55:48.115,2069-12-25 12:51:59,62.30744134709163,-24.190449997761892,180.0,baseline,Firesat_Baseline_1_180.0_0,baseline
423,2025,1,0,12,52,18,-0.423209,1.08723,899214,-7.26162,72.3777,10.0,0.0,0.0,0.0,0.620602,-0.203193,0.136394,0.744958,0.839241,-0.000657555,0.00102118,-0.543759,6615050.0,-415013.0,-3004800.0,-3087.43,-944.861,-6658.18,-0.000486477,0.000562953,0.000266415,0.00143359,-0.000940868,0.00175882,0.0024564,423,423,423,-5.04715,1.88062,-6.93629,0.000942165,-0.00138146,-8.31292e-05,-0.000957677,0.00135986,8.42201e-05,0,0,0,0,0,0,-0.00780454,0.00343989,-0.00662051,6615040.0,-415014.0,-3004800.0,-3086.93,-944.852,-6659.03,6615050.0,-415013.0,-3004800.0,-3087.43,-944.861,-6658.18,7276250.0,0.000383012,98.0389,-179.919,-42.1823,-113.173,8,1,1419771138,305538,2347,529583,0.815897,0.184103,276.974,0,0.0,0,0,0,0,0.00143359,-0.000940868,0.00175882,0.0024564,1,0,422.2,0.0026843,0.430135,0.593736,-0.46769,-0.493687,-1.14838e-05,-2.55277e-05,2.73918e-07,-1.14838e-05,2.55277e-05,-2.73918e-07,423,-0.991114,-0.626743,0.000546022,-0.779225,1,0,0,2,2,0,0,0,0,0,1,1,1,423,0.000744026,1_180.0_0,Firesat_Baseline,2025-08-29 03:55:48.252,2025-08-29 03:55:48.115,2069-12-25 12:52:00,62.29369036000849,-24.248089551952056,180.0,baseline,Firesat_Baseline_1_180.0_0,baseline
424,2025,1,0,12,52,19,-0.424213,1.08699,899215,-7.26162,72.3777,10.0,0.0,0.0,0.0,0.620243,-0.20236,0.1366,0.745446,0.83926,-0.000657518,0.0010212,-0.543728,6611940.0,-415950.0,-3011460.0,-3094.43,-944.667,-6655.01,-0.000855395,0.00042997,-5.71476e-05,0.00143821,-0.000948336,0.00174596,0.00245278,424,424,424,-5.06244,1.89683,-6.88905,0.00156658,-0.000962603,0.000741689,-0.00158212,0.00094096,-0.000740641,0,0,0,0,0,0,-0.0078083,0.00345122,-0.00665846,6611950.0,-415957.0,-3011460.0,-3093.74,-944.413,-6655.92,6611940.0,-415950.0,-3011460.0,-3094.43,-944.667,-6655.01,7276250.0,0.000380232,98.0389,-179.919,-41.9406,-113.356,8,1,1419771139,305539,2347,529606,0.815933,0.184067,277.294,0,0.0,0,0,0,0,0.00143821,-0.000948336,0.00174596,0.00245278,1,0,423.2,0.00210069,0.429723,0.593334,-0.467653,-0.494565,-1.15158e-05,-2.55349e-05,2.69146e-07,-1.15158e-05,2.55349e-05,-2.69146e-07,424,-0.991115,-0.627588,0.000629974,-0.778545,1,0,0,2,2,0,0,0,0,0,1,1,1,424,0.00095738,1_180.0_0,Firesat_Baseline,2025-08-29 03:55:48.252,2025-08-29 03:55:48.115,2069-12-25 12:52:01,62.27993937292535,-24.30561451458319,180.0,baseline,Firesat_Baseline_1_180.0_0,baseline
425,2025,1,0,12,52,20,-0.425218,1.08674,899207,-7.26162,72.3777,10.0,0.0,0.0,0.0,0.619823,-0.201515,0.137265,0.745901,0.83928,-0.000657481,0.00102123,-0.543698,6608850.0,-416892.0,-3018110.0,-3101.19,-944.172,-6651.87,-0.000536977,0.000876829,-0.000136332,0.00143668,-0.000965576,0.00173788,0.00245288,425,425,425,-5.05641,1.93337,-6.8601,0.000814063,-0.00141059,0.000814784,-0.0008298,0.00138896,-0.000813791,0,0,0,0,0,0,-0.00782237,0.00346726,-0.00668204,6608850.0,-416898.0,-3018110.0,-3100.61,-943.956,-6652.8,6608850.0,-416892.0,-3018110.0,-3101.19,-944.172,-6651.87,7276260.0,0.000383928,98.0387,-179.919,-42.2906,-112.948,8,1,1419771140,305540,2347,529629,0.815968,0.184032,277.617,0,0.0,0,0,0,0,0.00143668,-0.000965576,0.00173788,0.00245288,1,0,424.2,0.00248084,0.428998,0.592903,-0.467957,-0.495422,-1.15475e-05,-2.55421e-05,2.64594e-07,-1.15475e-05,2.55421e-05,-2.64594e-07,425,-0.991118,-0.62798,0.000332083,-0.77823,1,0,0,2,2,0,0,0,0,0,1,1,1,425,0.00102819,1_180.0_0,Firesat_Baseline,2025-08-29 03:55:48.252,2025-08-29 03:55:48.115,2069-12-25 12:52:02,62.26561542804709,-24.36319677299384,180.0,baseline,Firesat_Baseline_1_180.0_0,baseline
426,2025,1,0,12,52,21,-0.426223,1.0865,899200,-7.26162,72.3777,10.0,0.0,0.0,0.0,0.619051,-0.200049,0.137656,0.746865,0.8393,-0.000657444,0.00102125,-0.543667,6605740.0,-417852.0,-3024760.0,-3108.09,-943.505,-6648.92,-0.00013169,-5.56016e-05,0.00101391,0.00142459,-0.000949152,0.00170706,0.00241752,426,426,426,-5.01129,1.89797,-6.74957,0.000171813,0.000217777,-0.00101527,-0.000187309,-0.000239254,0.00101626,0,0,0,0,0,0,-0.00788604,0.00350596,-0.00668047,6605740.0,-417841.0,-3024760.0,-3107.47,-943.52,-6649.65,6605740.0,-417852.0,-3024760.0,-3108.09,-943.505,-6648.92,7276230.0,0.000389533,98.0387,-179.919,-42.091,-113.089,8,1,1419771141,305541,2347,529652,0.816004,0.183996,277.942,0,0.0,0,0,0,0,0.00142459,-0.000949152,0.00170706,0.00241752,1,0,425.2,0.00391428,0.428141,0.592255,-0.467834,-0.497053,-1.15789e-05,-2.55494e-05,2.59937e-07,-1.15789e-05,2.55494e-05,-2.59937e-07,426,-0.991118,-0.62944,0.000740506,-0.777049,1,0,0,2,2,0,0,0,0,0,1,1,1,426,0.000142947,1_180.0_0,Firesat_Baseline,2025-08-29 03:55:48.252,2025-08-29 03:55:48.115,2069-12-25 12:52:03,62.25186444096394,-24.42077903140449,180.0,baseline,Firesat_Baseline_1_180.0_0,baseline
