FswTime(sec),CurrentYear(year),CurrentMonth(month),CurrentDay(day),CurrentHour(hour),CurrentMinute(min),CurrentSecond(sec),Latitude(rad),Longitude(rad),Altitude(m),RawPrimaryGenericPointData[0](),RawPrimaryGenericPointData[1](),RawPrimaryGenericPointData[2](),RawSecondaryGenericPointData[0](),RawSecondaryGenericPointData[1](),RawSecondaryGenericPointData[2](),Q_B_I[0](1),Q_B_I[1](1),Q_B_I[2](1),Q_B_I[3](1),Q_E_I[0](1),Q_E_I[1](1),Q_E_I[2](1),Q_E_I[3](1),SensedPos_I__GPS[0](m),SensedPos_I__GPS[1](m),SensedPos_I__GPS[2](m),SensedVel_I__GPS[0](m/sec),SensedVel_I__GPS[1](m/sec),SensedVel_I__GPS[2](m/sec),AttitudeError[0](rad),AttitudeError[1](rad),AttitudeError[2](rad),AngVel_B_I[0](rad/sec),AngVel_B_I[1](rad/sec),AngVel_B_I[2](rad/sec),AngVelMag_B_I(rad/sec),LastNewWheelTime__RWA_A(sec),LastNewWheelTime__RWA_B(sec),LastNewWheelTime__RWA_C(sec),SensedWheelSpeed__RWA_A(rad/sec),SensedWheelSpeed__RWA_B(rad/sec),SensedWheelSpeed__RWA_C(rad/sec),WheelCmd__RWA_A(N*m),WheelCmd__RWA_B(N*m),WheelCmd__RWA_C(N*m),DesiredWheelCommand[0](N*m),DesiredWheelCommand[1](N*m),DesiredWheelCommand[2](N*m),WheelSpeedReceived__RWA_A(1),WheelSpeedReceived__RWA_B(1),WheelSpeedReceived__RWA_C(1),WheelTorqueReceived__RWA_A(1),WheelTorqueReceived__RWA_B(1),WheelTorqueReceived__RWA_C(1),TotalTorqueRodCommand[0](A*m^2),TotalTorqueRodCommand[1](A*m^2),TotalTorqueRodCommand[2](A*m^2),Pos_I[0](m),Pos_I[1](m),Pos_I[2](m),Vel_I[0](m/sec),Vel_I[1](m/sec),Vel_I[2](m/sec),ExtrapolatedPos_I[0](m),ExtrapolatedPos_I[1](m),ExtrapolatedPos_I[2](m),ExtrapolatedVel_I[0](m/sec),ExtrapolatedVel_I[1](m/sec),ExtrapolatedVel_I[2](m/sec),SemiMajorAxis(m),Eccentricity(1),Inclination(deg),Raan(deg),ArgPerigee(deg),TrueAnomaly(deg),Mode(),TrackerValid__ST(),GpsTime__GPS(sec),GpsSeconds__GPS(msec),GpsWeek__GPS(),StateOfCharge__BAT(A*hr),PercentSoC__BAT(1),DepthOfDischarge__BAT(1),IncomingCharge__BAT(W),InEclipse(),TotalLoad__BAT(W),IMUAccMag__IMU(m/sec^2),IMUAccUnit__IMU[0](1),IMUAccUnit__IMU[1](1),IMUAccUnit__IMU[2](1),IMURate_B__IMU[0](rad/sec),IMURate_B__IMU[1](rad/sec),IMURate_B__IMU[2](rad/sec),IMURateMag__IMU(rad/sec),IMURateValid__IMU(),LastNewAccTime__IMU(sec),LastNewTrackerTime__ST(sec),TrackerRateMag__ST(rad/sec),TrackerQ_J_ST__ST[0](1),TrackerQ_J_ST__ST[1](1),TrackerQ_J_ST__ST[2](1),TrackerQ_J_ST__ST[3](1),BField_B__TAM[0](T),BField_B__TAM[1](T),BField_B__TAM[2](T),BField_MAG__TAM[0](T),BField_MAG__TAM[1](T),BField_MAG__TAM[2](T),LastNewMagTime__TAM(sec),SunBetaAngle(rad),SunUnit_B[0](1),SunUnit_B[1](1),SunUnit_B[2](1),SunSensorIsGood__MX_SN07_32(),SunSensorIsGood__MXPYPZ_SN07_29(),SunSensorIsGood__MXMYPZ_SN07_29(),SunSensorIsGood__MXMYMZ_SN07_30(),SunSensorIsGood__MXPYMZ_SN07_21(),SunSensorIsGood__PX_SN07_25(),SunSensorIsGood__MXPYPZ_SN07_34(),SunSensorIsGood__PXMYPZ_SN07_33(),SunSensorIsGood__PXMYMZ_SN07_22(),SunSensorIsGood__PXPYMZ_SN07_28(),TrackerDataIsGood__ST(),TrackerRateIsGood__ST(),MagDataIsGood__TAM(),LastNewGpsTime__GPS(sec),AngleToPrimaryTarget(rad),Variant,Run_Batch,date_loaded,date_created,UTC,Longitude(deg),Latitude(deg),TimeDelay,Scenario,Run_Batch_Variant,result_label
59,2025,1,0,12,46,14,-0.0569964,1.16937,899988,-7.26162,72.3777,10.0,0.0,0.0,0.0,0.576061,-0.527504,-0.618696,0.0843093,0.83195,-0.000671049,0.00101236,-0.554849,7265100.0,-50795.8,-432228.0,-442.994,-1033.5,-7314.51,-0.00380776,0.00166242,-0.0018697,0.00416436,0.00488816,0.0021734,0.00677935,59,59,59,-15.4988,-10.8193,-8.10348,-0.00375975,-0.00507828,-3.3044e-05,0.00376691,0.00507706,2.21022e-05,0,0,0,0,0,0,-0.00113028,-0.0015889,0.000145102,7265100.0,-50780.0,-432252.0,-442.306,-1033.53,-7314.39,7265100.0,-50795.8,-432228.0,-442.994,-1033.5,-7314.51,7277750.0,5.30862e-05,98.0379,-179.919,18.4718,164.967,8,1,1419770774,305174,2347,521587,0.803579,0.196421,387.417,1,0.0,0,0,0,0,0.00416436,0.00488816,0.0021734,0.00677935,1,0,59.0,0.00701259,0.826752,0.480463,0.176391,0.233501,1.20487e-05,-9.97692e-06,-1.5396e-05,1.20487e-05,9.97692e-06,1.5396e-05,59,-0.991139,-0.874996,0.000203949,-0.484131,2,1,1,2,2,0,0,0,0,0,1,1,1,59,0.00415484,1_180.0_0,Firesat_Baseline,2025-08-29 03:55:48.252,2025-08-29 03:55:48.115,2069-12-25 12:45:56,66.99996568921307,-3.2656531674394453,180.0,baseline,Firesat_Baseline_1_180.0_0,baseline
60,2025,1,0,12,46,15,-0.0580021,1.16916,899986,-7.26162,72.3777,10.0,0.0,0.0,0.0,0.578532,-0.526881,-0.616836,0.084913,0.831971,-0.000671012,0.00101239,-0.554818,7264640.0,-51821.6,-439574.0,-450.235,-1033.39,-7314.24,-0.00305227,0.00130551,-0.00243842,0.00415841,0.00487411,0.00219686,0.00677314,60,60,60,-15.4786,-10.7874,-8.19189,-0.00437712,-0.00366918,0.00151756,0.00438446,0.00366794,-0.00152871,0,0,0,0,0,0,-0.0011534,-0.00162892,0.000154521,7264650.0,-51820.5,-439558.0,-449.832,-1033.53,-7313.88,7264640.0,-51821.6,-439574.0,-450.235,-1033.39,-7314.24,7277660.0,6.48831e-05,98.0383,-179.919,12.8014,170.695,8,1,1419770775,305175,2347,521619,0.803628,0.196372,386.386,1,0.0,0,0,0,0,0.00415841,0.00487411,0.00219686,0.00677314,1,0,60.0,0.00642383,0.827708,0.4803,0.17345,0.23265,1.21025e-05,-1.00245e-05,-1.53387e-05,1.21025e-05,1.00245e-05,1.53387e-05,60,-0.991132,-0.872829,-0.000641252,-0.488026,2,1,1,2,2,0,0,0,0,0,1,1,1,60,0.00331975,1_180.0_0,Firesat_Baseline,2025-08-29 03:55:48.252,2025-08-29 03:55:48.115,2069-12-25 12:45:57,66.98793357551533,-3.323275532895752,180.0,baseline,Firesat_Baseline_1_180.0_0,baseline
61,2025,1,0,12,46,16,-0.0590101,1.16894,899985,-7.26162,72.3777,10.0,0.0,0.0,0.0,0.581251,-0.526747,-0.614335,0.0853094,0.831991,-0.000670976,0.00101241,-0.554788,7264210.0,-52857.3,-446891.0,-458.036,-1033.51,-7313.67,-0.00277294,0.00228491,-0.00205163,0.00414433,0.00488504,0.00223853,0.00678602,61,61,61,-15.4282,-10.811,-8.34781,-0.00416495,-0.00577956,0.000622083,0.00417252,0.00577835,-0.000633467,0,0,0,0,0,0,-0.00117676,-0.00166874,0.000163849,7264200.0,-52854.8,-446880.0,-457.357,-1033.48,-7313.48,7264210.0,-52857.3,-446891.0,-458.036,-1033.51,-7313.67,7277770.0,4.91204e-05,98.0383,-179.919,15.426,168.129,8,1,1419770776,305176,2347,521651,0.803678,0.196322,385.347,1,0.0,0,0,0,0,0.00414433,0.00488504,0.00223853,0.00678602,1,0,61.0,0.00743597,0.828501,0.480417,0.169842,0.232248,1.21557e-05,-1.00723e-05,-1.52812e-05,1.21557e-05,1.00723e-05,1.52812e-05,61,-0.991133,-0.869981,-0.000421493,-0.493085,2,1,1,2,2,0,0,0,0,0,1,1,1,61,0.00359306,1_180.0_0,Firesat_Baseline,2025-08-29 03:55:48.252,2025-08-29 03:55:48.115,2069-12-25 12:45:58,66.97532850402246,-3.381029678644939,180.0,baseline,Firesat_Baseline_1_180.0_0,baseline
62,2025,1,0,12,46,17,-0.0600175,1.16873,899990,-7.26162,72.3777,10.0,0.0,0.0,0.0,0.583198,-0.526552,-0.612485,0.086522,0.832011,-0.000670939,0.00101244,-0.554758,7263740.0,-53872.5,-454204.0,-465.475,-1033.16,-7313.25,-0.00237046,0.000686554,-0.00137228,0.00413259,0.00485792,0.00227001,0.00676983,62,62,62,-15.3864,-10.75,-8.46597,-0.00440968,-0.00200115,-0.000726641,0.00441743,0.00199995,0.00071508,0,0,0,0,0,0,-0.00119997,-0.00170845,0.000173451,7263740.0,-53887.1,-454199.0,-464.831,-1033.42,-7313.05,7263740.0,-53872.5,-454204.0,-465.475,-1033.16,-7313.25,7277840.0,4.19177e-05,98.0382,-179.919,25.9696,157.644,8,1,1419770777,305177,2347,521683,0.803727,0.196273,384.301,1,0.0,0,0,0,0,0.00413259,0.00485792,0.00227001,0.00676983,1,0,62.0,0.00590672,0.829034,0.480953,0.16721,0.231143,1.22083e-05,-1.01204e-05,-1.52235e-05,1.22083e-05,1.01204e-05,1.52235e-05,62,-0.991134,-0.868383,-1.71101e-05,-0.495894,2,1,1,2,2,0,0,0,0,0,1,1,1,62,0.00246788,1_180.0_0,Firesat_Baseline,2025-08-29 03:55:48.252,2025-08-29 03:55:48.115,2069-12-25 12:45:59,66.9632963903247,-3.4387494469264186,180.0,baseline,Firesat_Baseline_1_180.0_0,baseline
63,2025,1,0,12,46,18,-0.0610246,1.16851,899987,-7.26162,72.3777,10.0,0.0,0.0,0.0,0.585822,-0.526138,-0.61028,0.0868864,0.832031,-0.000670902,0.00101246,-0.554727,7263250.0,-54906.5,-461517.0,-472.899,-1033.23,-7312.7,-0.00199195,0.0011796,-0.00172618,0.00411835,0.00490048,0.00228587,0.0067971,63,63,63,-15.3354,-10.8439,-8.52628,-0.00466697,-0.00360715,0.000261704,0.00467498,0.00360595,-0.000273547,0,0,0,0,0,0,-0.00122345,-0.00174826,0.000183108,7263270.0,-54913.2,-461514.0,-472.365,-1033.31,-7312.6,7263250.0,-54906.5,-461517.0,-472.899,-1033.23,-7312.7,7277860.0,3.81411e-05,98.0378,-179.919,23.5799,160.092,8,1,1419770778,305178,2347,521715,0.803777,0.196223,383.244,1,0.0,0,0,0,0,0.00411835,0.00490048,0.00228587,0.0067971,1,0,63.0,0.00694205,0.829919,0.480823,0.163899,0.230607,1.22606e-05,-1.01685e-05,-1.51656e-05,1.22606e-05,1.01685e-05,1.51656e-05,63,-0.991141,-0.865728,-0.000498926,-0.500514,2,1,1,2,2,0,0,0,0,0,1,1,1,63,0.00231502,1_180.0_0,Firesat_Baseline,2025-08-29 03:55:48.252,2025-08-29 03:55:48.115,2069-12-25 12:46:00,66.95069131883182,-3.4964520264740435,180.0,baseline,Firesat_Baseline_1_180.0_0,baseline
64,2025,1,0,12,46,19,-0.0620317,1.1683,899981,-7.26162,72.3777,10.0,0.0,0.0,0.0,0.588357,-0.525617,-0.6082,0.0874997,0.832051,-0.000670865,0.00101248,-0.554697,7262800.0,-55941.5,-468832.0,-480.644,-1033.33,-7312.49,-0.00131176,0.00112589,-0.00206452,0.00410164,0.00491376,0.00231388,0.00680607,64,64,64,-15.2752,-10.8728,-8.63167,-0.00513252,-0.00365749,0.00116958,0.00514076,0.0036563,-0.00118165,0,0,0,0,0,0,-0.00124738,-0.00178726,0.000192033,7262790.0,-55943.3,-468828.0,-479.916,-1033.23,-7312.13,7262800.0,-55941.5,-468832.0,-480.644,-1033.33,-7312.49,7277870.0,3.43778e-05,98.0376,-179.919,16.6171,167.113,8,1,1419770779,305179,2347,521747,0.803826,0.196174,382.172,1,0.0,0,0,0,0,0.00410164,0.00491376,0.00231388,0.00680607,1,0,64.0,0.00675361,0.830803,0.480748,0.160741,0.229806,1.23129e-05,-1.02167e-05,-1.51071e-05,1.23129e-05,1.02167e-05,1.51071e-05,64,-0.991144,-0.863319,-0.00112157,-0.504657,2,0,1,2,2,0,0,0,0,0,1,1,1,64,0.00172868,1_180.0_0,Firesat_Baseline,2025-08-29 03:55:48.252,2025-08-29 03:55:48.115,2069-12-25 12:46:01,66.93865920513407,-3.554154606021669,180.0,baseline,Firesat_Baseline_1_180.0_0,baseline
65,2025,1,0,12,46,20,-0.0630387,1.16808,899983,-7.26162,72.3777,10.0,0.0,0.0,0.0,0.591007,-0.525561,-0.605594,0.0880421,0.832072,-0.000670828,0.00101251,-0.554667,7262290.0,-56964.9,-476144.0,-488.21,-1033.18,-7311.8,-0.0010723,0.00198031,-0.00142388,0.00407917,0.00492612,0.00235287,0.00681486,65,65,65,-15.1936,-10.8996,-8.77773,-0.0049291,-0.00547078,-0.000297472,0.00493759,0.00546962,0.000285179,0,0,0,0,0,0,-0.00127159,-0.00182666,0.000201197,7262300.0,-56974.3,-476142.0,-487.414,-1033.16,-7311.65,7262290.0,-56964.9,-476144.0,-488.21,-1033.18,-7311.8,7277900.0,3.21289e-05,98.0375,-179.919,20.5292,163.259,8,1,1419770780,305180,2347,521779,0.803875,0.196125,381.088,1,0.0,0,0,0,0,0.00407917,0.00492612,0.00235287,0.00681486,1,0,65.0,0.00751262,0.831479,0.481014,0.157086,0.22933,1.23648e-05,-1.0265e-05,-1.50483e-05,1.23648e-05,1.0265e-05,1.50483e-05,65,-0.991146,-0.860426,-0.000680355,-0.509575,2,1,1,2,2,0,0,0,0,0,1,1,1,65,0.00225199,1_180.0_0,Firesat_Baseline,2025-08-29 03:55:48.252,2025-08-29 03:55:48.115,2069-12-25 12:46:02,66.9260541336412,-3.611851455991343,180.0,baseline,Firesat_Baseline_1_180.0_0,baseline
66,2025,1,0,12,46,21,-0.0640456,1.16787,899975,-7.26162,72.3777,10.0,0.0,0.0,0.0,0.592996,-0.525161,-0.603899,0.0887001,0.832092,-0.000670791,0.00101253,-0.554636,7261810.0,-57995.2,-483452.0,-495.759,-1033.12,-7311.18,-0.00115707,0.000768701,-0.00193599,0.00405964,0.00490524,0.00237524,0.00679587,66,66,66,-15.1229,-10.8525,-8.86224,-0.0038913,-0.0025437,0.00104472,0.00389999,0.00254255,-0.00105718,0,0,0,0,0,0,-0.00129587,-0.00186582,0.000210354,7261810.0,-58002.4,-483454.0,-494.976,-1033.06,-7311.16,7261810.0,-57995.2,-483452.0,-495.759,-1033.12,-7311.18,7277880.0,3.12038e-05,98.0372,-179.919,7.77316,176.073,8,1,1419770781,305181,2347,521811,0.803924,0.196076,379.996,1,0.0,0,0,0,0,0.00405964,0.00490524,0.00237524,0.00679587,1,0,66.0,0.00544912,0.832136,0.481063,0.154557,0.228561,1.24162e-05,-1.03134e-05,-1.49894e-05,1.24162e-05,1.03134e-05,1.49894e-05,66,-0.991151,-0.858561,-0.00106969,-0.51271,2,1,1,2,2,0,0,0,0,0,1,1,1,66,0.00138915,1_180.0_0,Firesat_Baseline,2025-08-29 03:55:48.252,2025-08-29 03:55:48.115,2069-12-25 12:46:03,66.91402201994345,-3.6695425763830647,180.0,baseline,Firesat_Baseline_1_180.0_0,baseline
67,2025,1,0,12,46,22,-0.0650522,1.16765,899974,-7.26162,72.3777,10.0,0.0,0.0,0.0,0.595607,-0.525095,-0.601264,0.0894966,0.832112,-0.000670754,0.00101256,-0.554606,7261290.0,-59030.8,-490761.0,-503.261,-1033.19,-7310.38,-0.000670904,0.0013326,-0.00103614,0.00405239,0.00493811,0.00241357,0.00682877,67,67,67,-15.0977,-10.9248,-9.00591,-0.00445429,-0.0041366,-0.000884352,0.00446326,0.00413547,0.000871624,0,0,0,0,0,0,-0.00132035,-0.00190479,0.000219432,7261310.0,-59032.1,-490764.0,-502.491,-1032.98,-7310.65,7261290.0,-59030.8,-490761.0,-503.261,-1033.19,-7310.38,7277860.0,3.44121e-05,98.0371,-179.919,5.07808,178.827,8,1,1419770782,305182,2347,521842,0.803972,0.196028,378.894,1,0.0,0,0,0,0,0.00405239,0.00493811,0.00241357,0.00682877,1,0,67.0,0.00758956,0.832763,0.481466,0.150901,0.227871,1.24673e-05,-1.03619e-05,-1.49303e-05,1.24673e-05,1.03619e-05,1.49303e-05,67,-0.991154,-0.855767,-0.000540332,-0.517361,2,1,1,2,2,0,0,0,0,0,1,1,1,67,0.00149195,1_180.0_0,Firesat_Baseline,2025-08-29 03:55:48.252,2025-08-29 03:55:48.115,2069-12-25 12:46:04,66.90141694845057,-3.727216508040934,180.0,baseline,Firesat_Baseline_1_180.0_0,baseline
68,2025,1,0,12,46,23,-0.0660589,1.16744,899968,-7.26162,72.3777,10.0,0.0,0.0,0.0,0.598045,-0.525042,-0.598797,0.0900806,0.832132,-0.000670717,0.00101258,-0.554576,7260780.0,-60052.6,-498073.0,-510.967,-1033.06,-7310.27,-0.000683825,0.00170842,-0.000555749,0.00403905,0.0049418,0.0024298,0.0068293,68,68,68,-15.0499,-10.9324,-9.06772,-0.00368981,-0.00491479,-0.00137921,0.00369899,0.00491364,0.00136627,0,0,0,0,0,0,-0.00134523,-0.00194369,0.000228333,7260790.0,-60063.0,-498073.0,-510.04,-1032.9,-7310.13,7260780.0,-60052.6,-498073.0,-510.968,-1033.06,-7310.27,7277830.0,3.7429e-05,98.037,-179.919,-4.00858,-172.028,8,1,1419770783,305183,2347,521874,0.804021,0.195979,377.778,1,0.0,0,0,0,0,0.00403905,0.0049418,0.0024298,0.0068293,1,0,68.0,0.00703591,0.833346,0.481757,0.147481,0.227362,1.25181e-05,-1.04107e-05,-1.48707e-05,1.25181e-05,1.04107e-05,1.48707e-05,68,-0.991155,-0.853041,-0.000117972,-0.521844,2,1,1,2,2,0,0,0,0,0,1,1,1,68,0.00184019,1_180.0_0,Firesat_Baseline,2025-08-29 03:55:48.252,2025-08-29 03:55:48.115,2069-12-25 12:46:05,66.88938483475283,-3.784896169276754,180.0,baseline,Firesat_Baseline_1_180.0_0,baseline
69,2025,1,0,12,46,24,-0.0670655,1.16722,899966,-7.26162,72.3777,10.0,0.0,0.0,0.0,0.600754,-0.524435,-0.59649,0.0908989,0.832153,-0.00067068,0.00101261,-0.554545,7260300.0,-61102.8,-505377.0,-518.195,-1033.01,-7309.87,0.000479582,0.00186541,-0.000711142,0.00403471,0.00493132,0.00244028,0.00682288,69,69,69,-15.0354,-10.9084,-9.10826,-0.0055241,-0.00483887,-0.000506695,0.00553349,0.00483769,0.000493562,0,0,0,0,0,0,-0.00137045,-0.0019827,0.000237226,7260280.0,-61092.9,-505382.0,-517.557,-1032.82,-7309.61,7260300.0,-61102.9,-505377.0,-518.195,-1033.01,-7309.87,7277820.0,3.98359e-05,98.0368,-179.919,-5.8026,-170.176,8,1,1419770784,305184,2347,521905,0.804069,0.195931,376.655,1,0.0,0,0,0,0,0.00403471,0.00493132,0.00244028,0.00682288,1,0,69.0,0.00740202,0.834241,0.48173,0.144038,0.226344,1.25685e-05,-1.04595e-05,-1.48109e-05,1.25685e-05,1.04595e-05,1.48109e-05,69,-0.991158,-0.850403,-0.000857049,-0.52613,2,1,0,2,2,0,0,0,0,0,1,1,1,69,0.00192607,1_180.0_0,Firesat_Baseline,2025-08-29 03:55:48.252,2025-08-29 03:55:48.115,2069-12-25 12:46:06,66.87677976325995,-3.842570100934623,180.0,baseline,Firesat_Baseline_1_180.0_0,baseline
70,2025,1,0,12,46,25,-0.0680719,1.167,899975,-7.26162,72.3777,10.0,0.0,0.0,0.0,0.602835,-0.52442,-0.594334,0.0913316,0.832173,-0.000670643,0.00101263,-0.554515,7259770.0,-62121.4,-512690.0,-525.394,-1032.55,-7309.23,-0.000232134,0.00159716,-0.000704408,0.00400887,0.00492192,0.00246138,0.00680843,70,70,70,-14.9413,-10.8868,-9.18811,-0.00308976,-0.00408362,-0.000131404,0.00309937,0.00408245,0.000118102,0,0,0,0,0,0,-0.00139535,-0.00202109,0.000246144,7259770.0,-62128.9,-512689.0,-525.001,-1032.78,-7309.07,7259770.0,-62121.4,-512691.0,-525.394,-1032.55,-7309.23,7277810.0,4.20947e-05,98.037,-179.919,5.70706,178.372,8,1,1419770785,305185,2347,521937,0.804118,0.195882,375.524,1,0.0,0,0,0,0,0.00400887,0.00492192,0.00246138,0.00680843,1,0,70.0,0.00605444,0.834709,0.481965,0.141078,0.22598,1.26184e-05,-1.05082e-05,-1.4751e-05,1.26184e-05,1.05082e-05,1.4751e-05,70,-0.991155,-0.847967,-0.000474728,-0.530048,2,0,1,2,2,0,0,0,0,0,1,1,1,70,0.00161395,1_180.0_0,Firesat_Baseline,2025-08-29 03:55:48.252,2025-08-29 03:55:48.115,2069-12-25 12:46:07,66.86417469176708,-3.900232573436589,180.0,baseline,Firesat_Baseline_1_180.0_0,baseline
71,2025,1,0,12,46,26,-0.069079,1.16679,899978,-7.26162,72.3777,10.0,0.0,0.0,0.0,0.605563,-0.523971,-0.591859,0.0919336,0.832193,-0.000670606,0.00101266,-0.554485,7259230.0,-63161.3,-520012.0,-533.073,-1032.82,-7308.66,0.000498182,0.00222181,-0.000831884,0.0040116,0.00492665,0.00248728,0.00682286,71,71,71,-14.953,-10.8967,-9.28586,-0.00427557,-0.00510506,0.000336097,0.00428541,0.00510387,-0.000349622,0,0,0,0,0,0,-0.0014209,-0.00205999,0.00025511,7259240.0,-63158.8,-520001.0,-532.488,-1032.69,-7308.55,7259230.0,-63161.3,-520012.0,-533.072,-1032.82,-7308.66,7277830.0,3.88049e-05,98.0368,-179.919,10.1056,174.032,8,1,1419770786,305186,2347,521968,0.804166,0.195834,374.385,1,0.0,0,0,0,0,0.0040116,0.00492665,0.00248728,0.00682286,1,0,71.0,0.00751882,0.835524,0.481943,0.137486,0.22523,1.26679e-05,-1.05571e-05,-1.4691e-05,1.26679e-05,1.05571e-05,1.4691e-05,71,-0.991158,-0.845034,-0.00096938,-0.534712,2,1,0,2,2,0,0,0,0,0,1,1,1,71,0.00227698,1_180.0_0,Firesat_Baseline,2025-08-29 03:55:48.252,2025-08-29 03:55:48.115,2069-12-25 12:46:08,66.85214257806932,-3.9579351529842137,180.0,baseline,Firesat_Baseline_1_180.0_0,baseline
72,2025,1,0,12,46,27,-0.0700861,1.16657,899976,-7.26162,72.3777,10.0,0.0,0.0,0.0,0.607802,-0.52366,-0.589754,0.0924491,0.832213,-0.000670569,0.00101268,-0.554454,7258700.0,-64206.4,-527297.0,-540.841,-1032.51,-7308.01,0.000364545,0.00192424,-0.00123247,0.00400085,0.00491188,0.00251923,0.00681762,72,72,72,-14.9147,-10.8632,-9.406,-0.00366522,-0.00426794,0.00109483,0.00367529,0.00426675,-0.00110852,0,0,0,0,0,0,-0.00144658,-0.0020984,0.000263858,7258700.0,-64194.3,-527312.0,-540.005,-1032.65,-7308.03,7258700.0,-64206.4,-527297.0,-540.841,-1032.51,-7308.01,7277880.0,3.2705e-05,98.037,-179.919,9.48017,174.716,8,1,1419770787,305187,2347,521999,0.804214,0.195786,373.239,1,0.0,0,0,0,0,0.00400085,0.00491188,0.00251923,0.00681762,1,0,72.0,0.00626268,0.836151,0.481984,0.134478,0.224629,1.27167e-05,-1.06063e-05,-1.46307e-05,1.27167e-05,1.06063e-05,1.46307e-05,72,-0.991155,-0.842566,-0.00123513,-0.538592,2,0,0,2,2,0,0,0,0,0,1,1,1,72,0.00195847,1_180.0_0,Firesat_Baseline,2025-08-29 03:55:48.252,2025-08-29 03:55:48.115,2069-12-25 12:46:09,66.83953750657645,-4.015637732531839,180.0,baseline,Firesat_Baseline_1_180.0_0,baseline
73,2025,1,0,12,46,28,-0.0710922,1.16636,899977,-7.26162,72.3777,10.0,0.0,0.0,0.0,0.610026,-0.523603,-0.587379,0.093244,0.832233,-0.000670532,0.0010127,-0.554424,7258160.0,-65246.3,-534622.0,-547.981,-1032.62,-7307.13,0.000274514,0.00169106,-0.000742475,0.00399797,0.00491288,0.002561,0.00683219,73,73,73,-14.9056,-10.8647,-9.56252,-0.00286717,-0.00354252,0.000153997,0.00287751,0.00354136,-0.000167891,0,0,0,0,0,0,-0.00147233,-0.00213658,0.000272673,7258160.0,-65233.9,-534614.0,-547.504,-1032.63,-7307.44,7258160.0,-65246.3,-534622.0,-547.981,-1032.62,-7307.13,7277820.0,4.02218e-05,98.0374,-179.919,8.45545,175.799,8,1,1419770788,305188,2347,522030,0.804262,0.195738,372.085,1,0.0,0,0,0,0,0.00399797,0.00491288,0.002561,0.00683219,1,0,73.0,0.00670048,0.836611,0.482393,0.131256,0.223945,1.27649e-05,-1.06559e-05,-1.45702e-05,1.27649e-05,1.06559e-05,1.45702e-05,73,-0.991148,-0.840046,-0.000772786,-0.542515,2,0,0,2,2,0,0,0,0,0,1,1,1,73,0.0017132,1_180.0_0,Firesat_Baseline,2025-08-29 03:55:48.252,2025-08-29 03:55:48.115,2069-12-25 12:46:10,66.8275053928787,-4.073283016299951,180.0,baseline,Firesat_Baseline_1_180.0_0,baseline
74,2025,1,0,12,46,29,-0.0720992,1.16614,899976,-7.26162,72.3777,10.0,0.0,0.0,0.0,0.61255,-0.523279,-0.584871,0.0942703,0.832254,-0.000670496,0.00101273,-0.554394,7257610.0,-66257.8,-541916.0,-555.482,-1032.61,-7306.94,0.00109517,0.00167521,-0.000241164,0.00400436,0.00492643,0.00259188,0.0068573,74,74,74,-14.9307,-10.8942,-9.67876,-0.00425215,-0.00410898,-0.000676441,0.00426275,0.0041078,0.000662311,0,0,0,0,0,0,-0.0014984,-0.00217461,0.000281393,7257610.0,-66270.0,-541924.0,-555.013,-1032.59,-7306.9,7257610.0,-66257.8,-541916.0,-555.482,-1032.61,-7306.94,7277860.0,3.54741e-05,98.0375,-179.919,8.73153,175.581,8,1,1419770789,305189,2347,522061,0.804309,0.195691,370.92,1,0.0,0,0,0,0,0.00400436,0.00492643,0.00259188,0.0068573,1,0,74.0,0.00743456,0.83724,0.482716,0.127754,0.222919,1.28127e-05,-1.0706e-05,-1.45093e-05,1.28127e-05,1.0706e-05,1.45093e-05,74,-0.991146,-0.837385,-0.000799922,-0.546613,2,0,0,2,2,0,0,0,0,0,1,1,1,74,0.00200143,1_180.0_0,Firesat_Baseline,2025-08-29 03:55:48.252,2025-08-29 03:55:48.115,2069-12-25 12:46:11,66.81490032138582,-4.130979866269625,180.0,baseline,Firesat_Baseline_1_180.0_0,baseline
